"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"4369",6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6
"2577",6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5
"2068",7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5
"1897",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
"3",8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
"670",6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5
"2357",7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6
"4866",6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6
"232",8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6
"3225",5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
"1846",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
"920",8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7
"1059",7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
"1328",6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
"3128",7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5
"2138",7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
"3561",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
"1019",7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6
"2100",6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5
"3927",6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6
"2861",7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6
"122",7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5
"1683",7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
"2799",6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7
"4653",6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5
"4254",5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4
"3566",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
"2941",7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
"2978",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
"437",6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5
"291",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
"864",6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6
"3912",7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6
"3952",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
"748",7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
"1288",8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7
"3002",6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7
"2754",5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8
"2134",8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6
"3023",8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5
"4314",6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
"844",6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7
"4736",6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6
"1327",6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6
"1529",7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6
"1716",6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
"1694",6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5
"50",6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5
"1655",6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5
"4698",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
"2973",6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6
"584",7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
"2788",6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
"4634",6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6
"3583",6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
"4264",7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6
"570",6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6
"3643",6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
"2521",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
"2645",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
"2595",5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7
"2358",8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5
"907",8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4
"1567",7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5
"565",6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5
"2333",6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6
"2961",7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7
"3748",6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6
"3588",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
"2726",6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5
"535",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
"4825",6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
"351",6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7
"685",8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5
"3200",6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,7
"1222",5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7
"3514",7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6
"353",5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6
"2576",6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6
"2695",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
"4873",6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5
"2953",6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5
"3063",6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8
"3879",6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5
"39",7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
"3185",6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7
"2453",7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7
"3703",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
"1035",7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,3
"2720",7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
"2159",7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6
"4510",6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5
"2980",6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7
"1205",5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
"1781",8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5
"2339",7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5
"100",6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
"316",6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6
"3788",6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5
"2086",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
"659",6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5
"3916",4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
"3363",7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
"1395",5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
"1163",6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7
"3076",6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7
"1727",7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6
"3782",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6
"4874",5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6
"1144",7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5
"2255",6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6
"12",8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5
"2730",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
"988",7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6
"2326",7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6
"751",7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
"2649",6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6
"1932",7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3
"1353",5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
"796",7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5
"1630",7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,6
"4262",6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
"1028",8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4
"4467",6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5
"311",6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7
"231",6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4
"696",6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5
"442",6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6
"4521",5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5
"3833",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5
"2515",6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7
"1438",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
"1693",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
"1293",6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
"3520",6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
"4313",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
"623",5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6
"2866",5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6
"1139",9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
"465",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5
"836",7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,8
"1597",6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5
"4003",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
"516",6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6
"3960",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
"452",6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5
"325",8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5
"2022",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
"3440",6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
"1531",7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5
"4553",6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6
"4219",8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6
"486",6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6
"2815",6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
"636",5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6
"33",7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6
"4580",6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
"1415",5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6
"1850",7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6
"3564",7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
"73",6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,5
"3497",6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7
"3666",5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
"534",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
"780",8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
"156",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
"4203",6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6
"34",6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6
"2034",7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,5
"3576",6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7
"4399",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
"394",7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6
"4713",5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
"562",5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5
"992",8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4
"3623",7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
"578",7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
"1565",9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
"4107",5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5
"3882",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
"3309",6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6
"3698",6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6
"1494",8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8
"1020",8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6
"747",7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
"2299",6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8
"4835",5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7
"2559",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
"3484",6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7
"448",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
"451",7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5
"3980",6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6
"510",6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
"281",7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8
"4581",5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6
"785",7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5
"488",6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
"3209",6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5
"406",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
"2187",6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,5
"1135",7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,5
"1599",6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6
"4363",6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
"3066",7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6
"3626",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
"83",7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5
"2433",6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5
"213",7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5
"3697",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
"4724",6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6
"3371",6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
"1184",6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6
"338",5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6
"4024",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
"3493",6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
"2755",5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5
"1943",8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
"1116",7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8
"4574",6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6
"3975",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
"462",7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5
"919",7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6
"876",7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7
"1409",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
"1812",7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
"1587",9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5
"458",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
"1330",8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5
"3785",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
"1811",6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6
"4040",6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4
"2351",7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5
"4401",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
"2046",8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
"4123",6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6
"211",5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5
"2302",6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,5
"290",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
"2205",7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,5
"3443",5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7
"653",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
"1614",8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7
"1526",7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5
"3194",5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5
"2497",8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5
"650",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
"2290",7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
"1350",9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4
"2843",5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6
"3867",8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6
"4424",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
"2074",6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,5
"2365",6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5
"3062",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
"1323",5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6
"410",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
"4758",6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
"1484",6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4
"2917",6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6
"4637",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,5
"420",7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6
"2974",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
"1389",7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
"3211",5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
"3172",7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
"3399",6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
"3795",5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5
"3928",6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5
"4586",5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6
"4476",5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6
"3844",7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7
"511",6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6
"113",7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5
"2594",6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5
"2081",6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
"4493",6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6
"3104",7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
"4250",5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
"3744",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"4235",6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6
"2149",7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
"3260",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"4049",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
"604",6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
"3993",6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7
"1539",6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6
"4142",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
"4031",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5
"473",6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6
"1577",6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6
"3805",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
"1611",7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
"2432",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5
"2211",7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,7
"2896",6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5
"313",7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6
"2648",5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5
"2808",7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5
"4798",5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,6
"1729",6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
"2212",6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,6
"1058",7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5
"2214",7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6
